ssue%23,Action Plan %23,Asset Type,Assessment Tool,LTR Applicable to,BU,GEAR ID,Responsible CIO / L4 (List all L4 names only),Vulnerability ID (seperated by Semicolon),Asset Names (seperated by Semicolon),Target Remediation Date,Requestor Name,Project Manager Name,Scan Type,LTR Category,Region,RA Submitter (EID of submitter),RA Approver (EID of Approver),Submission Date,Approval Date,Comments,ID,Modified
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306232,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609081,08/01/2029,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/15/2023,70,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306233,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609082,09/01/2029,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/16/2023,71,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306234,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609083,10/01/2029,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/17/2023,72,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306235,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609084,11/01/2029,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/18/2023,73,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306236,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609085,12/01/2029,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/19/2023,74,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306237,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609086,01/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/20/2023,75,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306238,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609087,02/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/21/2023,76,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306239,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609088,03/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/22/2023,77,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306240,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609089,04/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/23/2023,78,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306241,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609090,05/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/24/2023,79,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306242,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609091,06/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/25/2023,80,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306243,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609092,07/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/26/2023,81,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306244,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609093,08/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/27/2023,82,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306245,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609094,09/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,2/28/2023,83,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306246,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609095,10/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/1/2023,84,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306247,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609096,11/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/2/2023,85,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306248,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609097,12/01/2030,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/3/2023,86,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306249,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609101,12/04/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/4/2023,87,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306250,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609102,12/05/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/5/2023,88,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306251,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609103,12/06/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/6/2023,89,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306252,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609104,12/07/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/7/2023,90,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306253,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609105,12/08/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/8/2023,91,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306254,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609106,12/09/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/9/2023,92,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306255,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609107,12/10/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/10/2023,93,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306256,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609108,12/11/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/11/2023,94,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306257,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609109,12/12/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/12/2023,95,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306258,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609110,12/13/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/13/2023,96,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306259,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609111,12/14/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/14/2023,97,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306260,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609112,12/15/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/15/2023,98,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306261,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609113,12/16/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/16/2023,99,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306262,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609114,12/17/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/17/2023,100,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306263,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609115,12/18/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/18/2023,101,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306264,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609116,12/19/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/19/2023,102,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306265,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609117,12/20/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/20/2023,103,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306266,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609118,12/21/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/21/2023,104,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306267,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609119,12/22/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/22/2023,105,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306268,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609120,12/23/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/23/2023,106,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306269,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609121,12/24/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/24/2023,107,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306270,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609122,12/25/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/25/2023,108,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306271,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609123,12/26/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/26/2023,109,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306272,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609124,12/27/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/27/2023,110,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306273,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609125,12/28/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/28/2023,111,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306274,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609126,12/29/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/29/2023,112,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306275,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609086,12/30/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/30/2023,113,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306276,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609087,12/31/2024,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/31/2023,114,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306277,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609088,01/01/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/1/2023,115,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306278,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609089,01/02/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/2/2023,116,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306279,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609090,01/03/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/3/2023,117,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306280,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609091,01/04/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/4/2023,118,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306281,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609092,01/05/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/5/2023,119,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306282,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609093,01/06/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/6/2023,120,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306283,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609094,01/07/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/7/2023,121,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306284,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609095,01/08/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/8/2023,122,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306285,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609096,01/09/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/9/2023,123,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306286,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609097,01/10/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/10/2023,124,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306287,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609098,01/11/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/11/2023,125,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306288,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609099,01/12/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/12/2023,126,
